Period,Subsidiary,Transaction Number,Document Number,Reversal Of No.,Type,Name,Number,Display Name,Amount (Debit),Amount (Credit),Amount,Memo (Main),Memo,Amount (Debit) (Foreign Currency),Amount (Credit) (Foreign Currency),Currency,Exchange Rate,Department,Created By,Auto Approved JE
Jun 2025,"SentinelOne, Inc.",CARDCHRG8780,156202430,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,518.95 ",0.00 ,"1,518.95 ",COWBOY STAR RESTAURANT,COWBOY STAR RESTAURANT,"1,518.95 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8785,156202418,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,97.42 ,0.00 ,97.42 ,FEDEX OFFICE 83,FEDEX OFFICE 83,97.42 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,SentinelOne CZ s.r.o. (USD),CARDCHRG8790,156327096,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,581.01 ,0.00 ,581.01 ,Pilsner Urquell Experi,Pilsner Urquell Experi,581.01 ,0.00 ,USD,1,51000 Facilities,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8795,156327086,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,170.00 ,0.00 ,170.00 ,PAYPAL *REASONSBLOO,PAYPAL *REASONSBLOO,170.00 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jun 2025,Sentinel Labs Limited (USD),CARDCHRG8801,156327088,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,336.73 ,0.00 ,336.73 ,THREE LITT* THESPIRITO,THREE LITT* THESPIRITO,250.00 ,0.00 ,GBP,1.34692,43600 Enterprise Sales - EMEA,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8803,156327099,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,175.52 ",0.00 ,"1,175.52 ",THE LANDING,THE LANDING,"1,175.52 ",0.00 ,USD,1,42000 Channel Sales,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8805,156327102,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,056.00 ",0.00 ,"1,056.00 ",STEAK 48 PHILLY,STEAK 48 PHILLY,"1,056.00 ",0.00 ,USD,1,42000 Channel Sales,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8813,156472088,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,159.01 ,0.00 ,159.01 ,TST*LAVA LAVA BEACH CL,TST*LAVA LAVA BEACH CL,159.01 ,0.00 ,USD,1,40100 Sales Management,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8821,156472093,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,36.36 ,0.00 ,36.36 ,ORIGINAL BIG ISLAND SH,ORIGINAL BIG ISLAND SH,36.36 ,0.00 ,USD,1,40100 Sales Management,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8846,156556020,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,34.55 ,0.00 ,34.55 ,LS TIARE ENTERPRISES,LS TIARE ENTERPRISES,34.55 ,0.00 ,USD,1,40100 Sales Management,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8867,156716499,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,820.17 ",0.00 ,"2,820.17 ",ASCAP LICENSE FEE,ASCAP LICENSE FEE,"2,820.17 ",0.00 ,USD,1,40100 Sales Management,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8873,156716506,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,29.00 ,0.00 ,29.00 ,PAPERLESS POST,PAPERLESS POST,29.00 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jun 2025,Sentinel Labs Limited (USD),CARDCHRG8882,156832797,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,013.63 ",0.00 ,"1,013.63 ",DRAKE & MO* THEANTHOLO,DRAKE & MO* THEANTHOLO,750.00 ,0.00 ,GBP,1.35151,43600 Enterprise Sales - EMEA,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8883,156832802,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,195.98 ,0.00 ,195.98 ,"IN *YOUSTON, INC.","IN *YOUSTON, INC.",195.98 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8887,156832806,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,342.16 ,0.00 ,342.16 ,EZCATER*THE FRESH MARK,EZCATER*THE FRESH MARK,342.16 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jun 2025,"SentinelOne, Inc.",JOURNAL118185,JE118185,JE118184,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"3,000.00 ","(3,000.00)",AP Accrual - May 2025 Open PO accruals,AP Accrual - May 2025 Open PO accruals 16867-1,0.00 ,"3,000.00 ",USD,1,40100 Sales Management,Yazhi Liu,No
Jun 2025,"SentinelOne, Inc.",CARDCHRG8924,157145817,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,422.89 ",0.00 ,"2,422.89 ",GRAN CAFFE L'AQUILA,GRAN CAFFE L'AQUILA,"2,422.89 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8925,157145818,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,644.00 ,0.00 ,644.00 ,ORACLE PARK TICKET I,ORACLE PARK TICKET I,644.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,Sentinel Labs Limited (USD),CARDCHRG8930,157145824,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,200.63 ",0.00 ,"2,200.63 ",SQ *THE DISTILLERY BAR,SQ *THE DISTILLERY BAR,"1,626.00 ",0.00 ,GBP,1.3534,43600 Enterprise Sales - EMEA,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8931,157145810,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,863.92 ",0.00 ,"2,863.92 ",NOBU CAESARS PALACE,NOBU CAESARS PALACE,"2,863.92 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8946,157339211,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,891.44 ,0.00 ,891.44 ,TST*BACKPOCKET PIN AND,TST*BACKPOCKET PIN AND,891.44 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8948,157339212,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,119.30 ",0.00 ,"1,119.30 ",TM *TICKETMASTER,TM *TICKETMASTER,"1,119.30 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,"SentinelOne, Inc.",VENDBILL55922,1553,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,"16,500.00 ",0.00 ,"16,500.00 ",Coupa Invoice ID: 37107 - Lifestyle Productions Pty Ltd,President's Club 2025 - Special Guest Speaker,"16,500.00 ",0.00 ,USD,1,40100 Sales Management,-System-,
Jun 2025,Sentinel Labs Limited (USD),CARDRFND221,157514343,,CCard Refund,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,151.37 ,(151.37),stichd sportmerchandis,stichd sportmerchandis,0.00 ,111.75 ,GBP,1.35458,43600 Enterprise Sales - EMEA,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG8979,157667237,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,44.62 ,0.00 ,44.62 ,FEDEX OFFICE 83,FEDEX OFFICE 83,44.62 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,Sentinel Labs Limited (USD),CARDCHRG8994,157801145,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,338.95 ",0.00 ,"1,338.95 ",SP SPORT IT FIRST,SP SPORT IT FIRST,992.00 ,0.00 ,GBP,1.34975,43600 Enterprise Sales - EMEA,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG9008,157939564,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,716.61 ,0.00 ,716.61 ,HOTEL BONAPARTE,HOTEL BONAPARTE,716.61 ,0.00 ,USD,1,40100 Sales Management,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG9015,157939558,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,388.13 ,0.00 ,388.13 ,ADVANCED TECHNOLOGY IN,ADVANCED TECHNOLOGY IN,388.13 ,0.00 ,USD,1,46300 Solution Engineering - AMER,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG9034,158093126,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,809.55 ,0.00 ,809.55 ,BARBACOA,BARBACOA,809.55 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,Sentinel Labs Dubai Branch (USD),VENDBILL56151,FMFZE1738,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,500.00 ",0.00 ,"2,500.00 ",Coupa Invoice ID: 37023 - FLUME MARKETING FZ LLC,Payment of dinner by Flume Marketing,"2,500.00 ",0.00 ,USD,1,43600 Enterprise Sales - EMEA,-System-,
Jun 2025,"SentinelOne, Inc.",VENDCRED2313,1553CN,,Bill Credit,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"16,500.00 ","(16,500.00)",Coupa Invoice ID: 37414 - Lifestyle Productions Pty Ltd,President's Club 2025 - Special Guest Speaker,0.00 ,"16,500.00 ",USD,1,40100 Sales Management,-System-,
Jun 2025,Sentinel Labs Limited (USD),CARDCHRG9065,158495993,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"4,075.80 ",0.00 ,"4,075.80 ",PAYPAL *SECUREITCON,PAYPAL *SECUREITCON,"3,000.00 ",0.00 ,GBP,1.3586,43600 Enterprise Sales - EMEA,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG9067,158496001,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,430.74 ",0.00 ,"1,430.74 ",STEAK 48 PHILLY,STEAK 48 PHILLY,"1,430.74 ",0.00 ,USD,1,42000 Channel Sales,-System-,
Jun 2025,"SentinelOne, Inc.",VENDBILL56214,1553A,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,"15,000.00 ",0.00 ,"15,000.00 ",Coupa Invoice ID: 37415 - Lifestyle Productions Pty Ltd,President's Club 2025 - Special Guest Speaker,"15,000.00 ",0.00 ,USD,1,40100 Sales Management,-System-,
Jun 2025,"SentinelOne, Inc.",CARDCHRG9103,158922781,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,196.07 ",0.00 ,"1,196.07 ",TST*JAVIERS - LA JOLLA,TST*JAVIERS - LA JOLLA,"1,196.07 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,SentinelOne CZ s.r.o. (USD),JOURNAL122045,JE122045,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,79.19 ,0.00 ,79.19 ,Czech Republic VAT adjustments (unable to claim) for April and May 2025,Czech Republic VAT adjustments (unable to claim) for April and May 2025,"1,690.86 ",0.00 ,CZK,0.0468329,43600 Enterprise Sales - EMEA,Hasan Danish,No
Jun 2025,"SentinelOne, Inc.",CARDCHRG9139,159306615,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,824.60 ,0.00 ,824.60 ,TST*LA GRANDE BOUCHERI,TST*LA GRANDE BOUCHERI,824.60 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jun 2025,"SentinelOne, Inc.",JOURNAL124904,JE124904,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,279.27 ,0.00 ,279.27 ,June'25 - US Inactive Department Reclass,June'25 - US Inactive Department Reclass,279.27 ,0.00 ,USD,1,,Yazhi Liu,No
Jul 2025,"SentinelOne, Inc.",JOURNAL130905,JE130905,,Journal,AE Business Solutions,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,282.83 ,(282.83),,Rev Rec Destination,0.00 ,282.83 ,USD,1,,Emily Iverson,Yes
Jul 2025,"SentinelOne, Inc.",JOURNAL123605,JE123605,JE123604,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"6,878.00 ","(6,878.00)",Brex June CC Accrual,Brex June CC Accrual,0.00 ,"6,878.00 ",USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Jul 2025,"SentinelOne, Inc.",JOURNAL123605,JE123605,JE123604,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"2,618.63 ","(2,618.63)",Brex June CC Accrual,Brex June CC Accrual,0.00 ,"2,618.63 ",USD,1,42000 Channel Sales,Yazhi Liu,No
Jul 2025,"SentinelOne, Inc.",JOURNAL123605,JE123605,JE123604,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"2,174.25 ","(2,174.25)",Brex June CC Accrual,Brex June CC Accrual,0.00 ,"2,174.25 ",USD,1,43400 MSSP Sales,Yazhi Liu,No
Jul 2025,"SentinelOne, Inc.",JOURNAL129479,JE129479,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,250.00 ,0.00 ,250.00 ,Brex July CC Accrual,Brex July CC Accrual,250.00 ,0.00 ,USD,1,42000 Channel Sales,Yazhi Liu,No
Jul 2025,"SentinelOne, Inc.",JOURNAL129479,JE129479,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,362.95 ,0.00 ,362.95 ,Brex July CC Accrual,Brex July CC Accrual,362.95 ,0.00 ,USD,1,43400 MSSP Sales,Yazhi Liu,No
Jul 2025,"SentinelOne, Inc.",JOURNAL129479,JE129479,,Journal,"BREX Credit Card [SentinelOne, Inc. USD]",68100,68100 Sales Related Expenses : Sales Conference & Services,"7,855.12 ",0.00 ,"7,855.12 ",Brex July CC Accrual,Brex July CC Accrual,"7,855.12 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,Yazhi Liu,No
Jul 2025,"SentinelOne, Inc.",JOURNAL124700,JE124700,JE124699,Journal,"Creative Group, Inc.",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"38,000.00 ","(38,000.00)",AP Accrual - June 2025 Open PO accruals,AP Accrual - June 2025 Open PO accruals 13816-2,0.00 ,"38,000.00 ",USD,1,40100 Sales Management,Andy Lee,No
Jul 2025,"SentinelOne, Inc.",JOURNAL124700,JE124700,JE124699,Journal,"Creative Group, Inc.",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"15,613.00 ","(15,613.00)",AP Accrual - June 2025 Open PO accruals,AP Accrual - June 2025 Open PO accruals 13816-3,0.00 ,"15,613.00 ",USD,1,40100 Sales Management,Andy Lee,No
Jul 2025,"SentinelOne, Inc.",JOURNAL124710,JE124710,JE124709,Journal,"Creative Group, Inc.",68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"234,000.00 ","(234,000.00)",AP Accrual - June 2025 Manual Accrual,AP Accrual - June 2025 Manual Accrual estimate,0.00 ,"234,000.00 ",USD,1,40100 Sales Management,Andy Lee,No
Jul 2025,"SentinelOne, Inc.",JOURNAL129483,JE129483,,Journal,"Creative Group, Inc.",68100,68100 Sales Related Expenses : Sales Conference & Services,"284,433.00 ",0.00 ,"284,433.00 ",AP Accrual - July 2025 Open PO accruals,AP Accrual - July 2025 Open PO accruals 18060-1,"284,433.00 ",0.00 ,USD,1,40100 Sales Management,Andy Lee,No
Jul 2025,"SentinelOne, Inc.",JOURNAL125783,JE125783,,Journal,Cvent Inc.,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,498.60 ",0.00 ,"1,498.60 ",,Amortization Destination,"1,498.60 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,Andy Lee,Yes
Jul 2025,"SentinelOne, Inc.",JOURNAL124700,JE124700,JE124699,Journal,CYBERLAWCON LLC,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"50,000.00 ","(50,000.00)",AP Accrual - June 2025 Open PO accruals,AP Accrual - June 2025 Open PO accruals 16593-1,0.00 ,"50,000.00 ",USD,1,13200 MDR,Andy Lee,No
Jul 2025,"SentinelOne, Inc.",JOURNAL130905,JE130905,,Journal,Glass Box Technology,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,769.45 ,(769.45),,Rev Rec Destination,0.00 ,769.45 ,USD,1,,Emily Iverson,Yes
Jul 2025,"SentinelOne, Inc.",CUSTINVC106440,INV106263,,Invoice,Lenovo PC HK Limited,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"20,150.16 ","(20,150.16)",Recording FY26'Q2 cost sharing cross charge to Lenovo for Naomi Harris,Recording FY26'Q2 cost sharing cross charge to Lenovo for Naomi Harris,0.00 ,"20,150.16 ",USD,1,,Vendredy Khloth,
Jul 2025,"SentinelOne, Inc.",JOURNAL130905,JE130905,,Journal,Optiv,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,0.00 ,0.00 ,,Rev Rec Destination,0.00 ,0.00 ,USD,1,,Emily Iverson,Yes
Jul 2025,"SentinelOne, Inc.",CARDCHRG9172,159570419,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,328.27 ",0.00 ,"1,328.27 ",ARMK ORACLE PARK PREMI,ARMK ORACLE PARK PREMI,"1,328.27 ",0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9200,159707869,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"3,439.00 ",0.00 ,"3,439.00 ",BLACK HAT USA,BLACK HAT USA,"3,439.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9201,159707870,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,070.71 ",0.00 ,"2,070.71 ",BLACK HAT USA,BLACK HAT USA,"2,070.71 ",0.00 ,USD,1,43400 MSSP Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9203,159707872,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"3,439.00 ",0.00 ,"3,439.00 ",BLACK HAT USA,BLACK HAT USA,"3,439.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9207,159771680,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,247.04 ",0.00 ,"1,247.04 ",4UP*FALCONHEAD GC,4UP*FALCONHEAD GC,"1,247.04 ",0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9208,159771681,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,43.32 ,0.00 ,43.32 ,4UP*FALCONHEAD GC,4UP*FALCONHEAD GC,43.32 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,SentinelOne Cybersecurity India Private Limited,VENDBILL56426,INV-2025-1954520,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,824.85 ,0.00 ,824.85 ,Coupa Invoice ID: 37711 - Pay Asia Management Pvt Ltd,Sales QBR Expenses for Samridhi Bhandari,"70,698.00 ",0.00 ,INR,0.0116672,43700 Enterprise Sales - APJ,-System-,
Jul 2025,SentinelOne Cybersecurity India Private Limited,VENDBILL56426,INV-2025-1954520,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,4.12 ,(4.12),Coupa Invoice ID: 37711 - Pay Asia Management Pvt Ltd,Lower TDS Rate- 0.50%,0.00 ,353.49 ,INR,0.0116672,43700 Enterprise Sales - APJ,-System-,
Jul 2025,SentinelOne CZ s.r.o. (USD),VENDBILL56433,25/01/193,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,894.64 ,0.00 ,894.64 ,Coupa Invoice ID: 37719 - Modrý domeček s.r.o.,EBC lunch,"18,901.79 ",0.00 ,CZK,0.047331,51000 Facilities,-System-,
Jul 2025,"SentinelOne, Inc.",VENDBILL56538,092E9F28-0001,,Bill,,68100,68100 Sales Related Expenses : Sales Conference & Services,"50,000.00 ",0.00 ,"50,000.00 ",Coupa Invoice ID: 37788 - CYBERLAWCON LLC,CYBERLAWCON 2025 Sponsorship,"50,000.00 ",0.00 ,USD,1,13200 MDR,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9249,160108250,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,146.86 ,0.00 ,146.86 ,AMAZON MARKETPLACE,AMAZON MARKETPLACE,146.86 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,Sentinel Labs Limited (USD),CARDCHRG9252,160108251,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,825.16 ,0.00 ,825.16 ,STAVERTON PARK HOTEL A,STAVERTON PARK HOTEL A,599.00 ,0.00 ,GBP,1.37756,43300 Cloud Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9291,160506322,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,407.93 ",0.00 ,"2,407.93 ",AC HOTEL PHOENIX TEM,AC HOTEL PHOENIX TEM,"2,407.93 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,Sentinel Labs Australia Pty Ltd (USD),CARDCHRG9314,160752746,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"1,465.78 ",0.00 ,"1,465.78 ",HINCHCLIFF HOUSE,HINCHCLIFF HOUSE,"2,256.10 ",0.00 ,AUD,0.649695,40100 Sales Management,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9337,160897989,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,811.40 ",0.00 ,"2,811.40 ",KINDLING DOWNTOWN COOK,KINDLING DOWNTOWN COOK,"2,811.40 ",0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9362,161033960,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,799.00 ,0.00 ,799.00 ,BLACK HAT USA,BLACK HAT USA,799.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9366,161033964,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"23,916.75 ",0.00 ,"23,916.75 ",BLACK HAT USA,BLACK HAT USA,"23,916.75 ",0.00 ,USD,1,54000 People,-System-,
Jul 2025,Sentinel Labs Australia Pty Ltd (USD),CARDCHRG9367,161033965,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,723.19 ,0.00 ,723.19 ,THE GEORGE ON COLLINS,THE GEORGE ON COLLINS,"1,107.00 ",0.00 ,AUD,0.65329,40100 Sales Management,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9384,161172570,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,548.27 ,0.00 ,548.27 ,STUBHUB INC,STUBHUB INC,548.27 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9384,161172570,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,548.27 ,0.00 ,548.27 ,STUBHUB INC,STUBHUB INC,548.27 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9392,161299590,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,500.00 ,0.00 ,500.00 ,WESTIN STONEBRIAR HOTE,WESTIN STONEBRIAR HOTE,500.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9394,161299580,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,899.00 ",0.00 ,"2,899.00 ",BLACK HAT USA,BLACK HAT USA,"2,899.00 ",0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9397,161299581,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,399.50 ,0.00 ,399.50 ,BLACK HAT USA,BLACK HAT USA,399.50 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9397,161299581,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,399.50 ,0.00 ,399.50 ,BLACK HAT USA,BLACK HAT USA,399.50 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9408,161550064,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,210.79 ,0.00 ,210.79 ,WWW.SWEETGREEN.COM,WWW.SWEETGREEN.COM,210.79 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,Sentinel Labs Limited (USD),CARDCHRG9412,161550068,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,"2,216.42 ",0.00 ,"2,216.42 ",F1 ARCADE* F1ARCADE-ST,F1 ARCADE* F1ARCADE-ST,"1,643.75 ",0.00 ,GBP,1.34839,43600 Enterprise Sales - EMEA,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9425,161550089,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,21.77 ,0.00 ,21.77 ,STAPLES 1165,STAPLES 1165,21.77 ,0.00 ,USD,1,42000 Channel Sales,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9427,161550066,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,799.00 ,0.00 ,799.00 ,BLACK HAT USA,BLACK HAT USA,799.00 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",JOURNAL125943,JE125943,,Journal,,68100,68100 Sales Related Expenses : Sales Conference & Services,0.00 ,"23,916.75 ","(23,916.75)",BREX Virtual Card Charge BlackHat 2025 event prepaid reclass,BREX Virtual Card Charge BlackHat 2025 event prepaid reclass,0.00 ,"23,916.75 ",USD,1,54000 People,Andy Lee,No
Jul 2025,"SentinelOne, Inc.",CARDCHRG9436,161683753,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,499.00 ,0.00 ,499.00 ,WAVE - *LETS TALK SECU,WAVE - *LETS TALK SECU,499.00 ,0.00 ,USD,1,46300 Solution Engineering - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9437,161683754,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,102.50 ,0.00 ,102.50 ,SeatGeek_Tickets,SeatGeek_Tickets,102.50 ,0.00 ,USD,1,43500 Enterprise Sales - AMER,-System-,
Jul 2025,"SentinelOne, Inc.",CARDCHRG9441,161683759,,Credit Card,,68100,68100 Sales Related Expenses : Sales Conference & Services,946.15 ,0.00 ,946.15 ,JERSEY MIKES ONLINE UC,JERSEY MIKES ONLINE UC,946.15 ,0.00 ,USD,1,42000 Channel Sales,-System-,
